,close,datetime,high,low,open,volume
490,192.74,1560488400000,193.5863,190.3,191.545,18761474
491,193.89,1560747600000,194.96,192.17,192.9,14669144
492,198.45,1560834000000,200.29,195.21,196.05,26551004
493,197.87,1560920400000,199.88,197.31,199.68,21124235
494,199.46,1561006800000,200.61,198.03,200.37,21513988
495,198.78,1561093200000,200.85,198.15,198.8,47800589
496,198.58,1561352400000,200.16,198.17,198.54,18220421
497,195.57,1561438800000,199.26,195.29,198.43,21070334
498,199.8,1561525200000,200.99,197.35,197.77,26067512
499,199.74,1561611600000,201.57,199.57,200.29,20899717
500,197.92,1561698000000,199.495,197.05,198.68,31110642
501,201.55,1561957200000,204.49,200.65,203.17,27316739
502,202.73,1562043600000,203.1323,201.36,201.41,16935217
