epoch,loss,val_loss
0,0.06282869611373719,0.013657155446708202
1,0.061327840270036287,0.013369334861636162
2,0.061116511940353495,0.013094207271933556
3,0.06023642033174196,0.012865139171481133
4,0.05936008515110349,0.012653718702495098
5,0.05887770555529963,0.012461351230740547
6,0.058244172692545414,0.012307421304285526
7,0.05742224734550452,0.012110497802495956
8,0.056507334215840435,0.011944594793021679
9,0.05487712621277965,0.011755568906664848
10,0.053066874429693114,0.011433703824877739
11,0.05128798150347874,0.01116565428674221
12,0.049256320070365775,0.010822847485542297
13,0.04616889136377722,0.010492506437003613
14,0.04272224461002385,0.010267173871397972
15,0.039001299684648126,0.010123135522007942
16,0.03576688105514383,0.010028276592493057
17,0.03294958935037036,0.009883232414722443
18,0.03190153881030924,0.009863009676337242
19,0.030321096665883326,0.010564605705440044
20,0.028968274908359435,0.0111698592081666
21,0.0278359182719963,0.011810271069407463
22,0.027395575245677987,0.012652413919568062
23,0.027006903033265296,0.013266220688819885
24,0.025300273760769737,0.013978065922856331
25,0.024383107583750698,0.014837076887488365
26,0.023942428189055884,0.01602054201066494
27,0.02195276480907684,0.01611396297812462
28,0.02143132864661953,0.017334703356027603
29,0.02102370487580843,0.018214797601103783
30,0.019879496053737754,0.016355950385332108
31,0.01884106400778846,0.01655985787510872
32,0.01833447129876517,0.016598127782344818
33,0.017782154410858366,0.016922686249017715
34,0.01682241159655592,0.018682917580008507
35,0.016792679438367486,0.01822456531226635
36,0.01589867751018199,0.01963195763528347
37,0.013923413325648974,0.02161734364926815
38,0.015591264770859304,0.02338973805308342
39,0.015504749128868914,0.025130178779363632
40,0.01385499321280376,0.027938883751630783
41,0.015101102495785146,0.02964666485786438
42,0.014457614907501814,0.02907891571521759
43,0.014467079069136697,0.03302672132849693
44,0.013760788119671977,0.03309892863035202
45,0.013634418253786862,0.03201747685670853
46,0.013313452918630312,0.03188088536262512
47,0.013467512066092561,0.030357062816619873
48,0.01425990740330342,0.03309983015060425
49,0.012870416004101144,0.034217219799757004
50,0.012188281685880879,0.028982609510421753
51,0.012901060899500461,0.029469216242432594
52,0.01303962481153362,0.033691104501485825
53,0.012835447518976735,0.03318091481924057
54,0.012771901256843087,0.02993333898484707
55,0.011700167717850384,0.03168933838605881
56,0.013118630521656835,0.031248265877366066
57,0.01241096218376804,0.031999021768569946
